system:index,BAft2acre,Defol17abs,DefolMean,DefolSD,DefolSD3x3,HotSpot,OakDefolMe,OakDefolSD,PropOak,SmplPnt,TYPE_ABREV,YEAR_COMPL,harv,hotplot,latitude,longitude,m_evi_2000_2010_h12_16d,m_evi_2000_2010_h12_full,m_evi_2000_2010_h13_16d,m_evi_2000_2010_h13_full,m_evi_2005_2015_h12_16d,m_evi_2005_2015_h12_full,m_evi_2005_2015_h13_16d,m_evi_2005_2015_h13_full,m_ndvi_2000_2010_h12_16d,m_ndvi_2000_2010_h12_full,m_ndvi_2000_2010_h13_16d,m_ndvi_2000_2010_h13_full,m_ndvi_2005_2015_h12_16d,m_ndvi_2005_2015_h12_full,m_ndvi_2005_2015_h13_16d,m_ndvi_2005_2015_h13_full,m_reanalysis,m_sr_2000_2010_h12_16d,m_sr_2000_2010_h12_full,m_sr_2000_2010_h13_16d,m_sr_2000_2010_h13_full,m_sr_2005_2015_h12_16d,m_sr_2005_2015_h12_full,m_sr_2005_2015_h13_16d,m_sr_2005_2015_h13_full,m_tcg_2000_2010_h12_16d,m_tcg_2000_2010_h12_full,m_tcg_2000_2010_h13_16d,m_tcg_2000_2010_h13_full,m_tcg_2005_2015_h12_16d,m_tcg_2005_2015_h12_full,m_tcg_2005_2015_h13_16d,m_tcg_2005_2015_h13_full,.geo
0000000000000000009f,140,-2.94778,1.5,0.759554525,0.256834,6,1.636363636,0.809039835,0.785714286,28,OkMx,0,N,6 28,42.43238444,-72.24374988,-2.87689611,-2.928329138,-2.649315577,-2.682639264,-2.97419506,-2.566204792,-3.157742323,-2.553097284,-1.328142248,-1.47967142,-1.45504373,-1.505963987,-2.220349611,-1.804195175,-2.445218031,-1.993890602,-2.947778025,-1.79798088,-2.188842887,-1.707342775,-1.966738348,-2.885626343,-2.389935505,-2.797011361,-2.282896626,-2.935613809,-3.013045645,-2.902290848,-2.905546721,-3.229889867,-2.785118892,-3.634532097,-2.896895758,"{""type"":""Point"",""coordinates"":[-72.24374861681069,42.432374554703]}"
000000000000000000a0,140,-3.12259,2.857142857,1.027105182,0.201647,6,3.083333333,0.900336637,0.857142857,29,OkMx,0,N,6 29,42.43079103,-72.23521726,-3.305295183,-2.884002057,-2.858735186,-2.546772825,-2.568305722,-2.200842969,-2.170105176,-2.034776012,-1.708304462,-1.62872366,-1.673277783,-1.545204436,-1.82670666,-1.377816091,-1.777263791,-1.423415872,-3.122587416,-2.278173482,-1.965676947,-1.934786855,-1.745517185,-2.923961578,-2.269939282,-2.463300195,-2.020262547,-3.316132415,-3.007813047,-3.064273857,-2.774040875,-3.041697165,-2.479705525,-2.76800859,-2.411088385,"{""type"":""Point"",""coordinates"":[-72.2352188685161,42.43078167435665]}"
000000000000000000a1,150,-2.76162,1.333333333,0.723746864,0.280887,6,1.555555556,0.881917104,0.6,30,OkMx,0,N,6 30,42.43193084,-72.24428696,-2.638102193,-2.491087243,-2.366557455,-2.263988219,-2.689691742,-2.383732737,-2.609109347,-2.221421112,-1.181681841,-1.279735129,-1.231091127,-1.301113551,-1.937009196,-1.754554531,-2.102664239,-1.83549544,-2.761621417,-1.814912755,-1.956846926,-1.577313846,-1.718435446,-2.886581077,-2.482919,-2.65912726,-2.247613447,-2.56433914,-2.469524689,-2.457150144,-2.407802105,-2.839225436,-2.579818088,-2.989346612,-2.589934954,"{""type"":""Point"",""coordinates"":[-72.24428919755293,42.43192102784387]}"
000000000000000000a2,100,-3.1796,1.6,0.516397779,0.252153,6,1.555555556,0.527046277,0.9,31,OkMx,0,N,6 31,42.4317317,-72.24322036,-2.983728058,-2.828767107,-3.064747596,-2.826660392,-2.738333094,-2.492016783,-2.876167798,-2.527873951,-1.867036973,-1.840290964,-2.107759067,-2.050835963,-2.208431159,-1.918018257,-2.543913421,-2.24592334,-3.17960223,-2.639227248,-2.66455126,-2.427547599,-2.473529606,-3.167183839,-2.7737987,-2.978265268,-2.58054777,-3.017605124,-2.907585728,-3.217944317,-2.987232272,-2.918661565,-2.602177963,-3.207922883,-2.746451749,"{""type"":""Point"",""coordinates"":[-72.24321855105082,42.43172112901204]}"
000000000000000000a3,110,-2.90214,3.272727273,1.190874392,0.18694,6,3.777777778,0.440958552,0.818181818,32,OkMx,0,N,6 32,42.43048146,-72.23949115,-3.100398748,-2.691581796,-2.681165026,-2.281099029,-2.601010926,-2.411767044,-2.295274828,-2.2715127,-1.63309773,-1.553093182,-1.544304357,-1.461214069,-1.814197222,-1.580275787,-1.88255918,-1.724312258,-2.902138809,-2.581601073,-2.455422012,-2.086412977,-2.048604209,-2.73677394,-2.208909209,-2.316804241,-1.99483557,-3.191898644,-2.966956805,-2.98536555,-2.673926676,-3.006285965,-2.803340993,-2.883124685,-2.808044742,"{""type"":""Point"",""coordinates"":[-72.23948689027307,42.43047443892283]}"
000000000000000000a4,90,-1.94879,3.666666667,1,0.208313,6,4,0,0.888888889,33,OkMx,0,N,6 33,42.42976231,-72.23860618,-1.675701106,-1.575973686,-1.239043588,-1.267695084,-1.483238626,-1.48216496,-1.291771429,-1.366340633,-0.808630543,-0.933190058,-0.575352553,-0.802606475,-1.040345092,-0.963708148,-1.106625103,-1.038369139,-1.948793214,-1.498563331,-1.751202476,-1.08997466,-1.461778714,-2.179037508,-1.772834904,-1.837657877,-1.537051707,-1.882282482,-1.755842623,-1.548133009,-1.531322903,-1.813283471,-1.761009243,-1.737803325,-1.746764002,"{""type"":""Point"",""coordinates"":[-72.23860393373214,42.42975508346008]}"
000000000000000000c0,110,-3.26974,2.909090909,1.136181804,0.648087,6,3.333333333,0.707106781,0.818181818,62,OkMx,0,N,6 62,42.43096276,-72.24651845,-2.199582852,-1.749064019,-1.546966121,-1.233273579,-2.295470483,-2.197010192,-1.83692069,-1.850556224,-0.436901525,-0.244357509,-0.104199238,0.004684371,-1.345451498,-1.210181907,-1.122632342,-1.051723222,-3.269738879,-0.876567167,-0.838196006,-0.484604381,-0.51721791,-2.2952554,-2.016532245,-1.797191389,-1.598914917,-2.224075552,-1.854562247,-1.681660816,-1.411800163,-2.600299018,-2.301434339,-2.286812024,-2.075738236,"{""type"":""Point"",""coordinates"":[-72.24651932073527,42.43095353965818]}"
000000000000000000c1,100,-1.08107,1.8,1.229272594,0.274939,6,3,1.154700538,0.4,63,OkMx,0,N,6 63,42.42904315,-72.23772122,-1.206365673,-1.094483856,-0.718961537,-0.675608684,-0.865707866,-0.876542392,-0.692476322,-0.764832839,-0.595512885,-0.654930561,-0.277330767,-0.406395322,-0.738097386,-0.689486266,-0.693379341,-0.673295396,-1.081066747,-1.136738158,-1.348464075,-0.6894197,-0.949712171,-1.673976411,-1.488992101,-1.286356776,-1.170176533,-1.423495017,-1.250031236,-0.952774824,-0.849247054,-1.140059477,-1.103673077,-1.009409948,-1.025634414,"{""type"":""Point"",""coordinates"":[-72.23772099546976,42.429035722687004]}"
000000000000000000c2,70,-1.08069,2.285714286,1.380131119,0.48752,6,3.333333333,1.154700538,0.428571429,64,OkMx,0,N,6 64,42.42871676,-72.2374565,-1.30889859,-1.217921838,-1.07264622,-0.899609766,-0.858065701,-0.884820826,-0.637449863,-0.762386426,-0.771862652,-0.764099544,-0.658631272,-0.623531553,-0.893392161,-0.672055171,-0.867855548,-0.668843135,-1.080687246,-1.312065717,-1.496900409,-0.947968841,-1.132463827,-1.885643268,-1.401931033,-1.446964035,-1.130670435,-1.47505985,-1.373141163,-1.257885168,-1.071927993,-1.22443794,-1.099796556,-1.006021448,-0.993053533,"{""type"":""Point"",""coordinates"":[-72.23745381239804,42.42870629900531]}"
000000000000000000c5,150,-1.98471,1.266666667,0.703731551,0.388461,6,1.666666667,1.154700538,0.2,67,OkMx,0,N,6 67,42.42782631,-72.24306911,-1.5474253,-1.587990913,-1.068679537,-1.15513334,-1.156148866,-1.067276605,-0.797478686,-0.695023635,-0.253759607,-0.369187762,-0.093521514,-0.19241949,-1.028414128,-0.891539942,-0.886887122,-0.721971513,-1.98470701,-0.455638929,-0.772487828,-0.289938402,-0.557275839,-1.550826455,-1.508695044,-1.262890207,-1.145092383,-1.304681045,-1.400986563,-1.007029232,-1.094242351,-1.431937368,-1.206160423,-1.17146996,-0.894749412,"{""type"":""Point"",""coordinates"":[-72.24307152152744,42.42781706731752]}"
000000000000000000c7,160,-1.67931,1.75,1.238278375,0.500689,6,2.833333333,1.471960144,0.375,69,OkMx,0,N,6 69,42.42744461,-72.24547447,-1.558328022,-1.535538714,-1.179742079,-1.158737027,-1.46417792,-1.346544433,-1.095319284,-1.045127082,-0.605368023,-0.63761354,-0.538344157,-0.513574886,-0.838486373,-0.792073309,-0.826448181,-0.767371853,-1.679308084,-1.11687267,-1.364329978,-0.83125597,-1.044158915,-1.74761843,-1.725287887,-1.386130601,-1.364662784,-1.530084124,-1.720186656,-1.214235847,-1.333582642,-1.742643672,-1.609118306,-1.399922425,-1.308845126,"{""type"":""Point"",""coordinates"":[-72.2454727557417,42.427436024842265]}"
000000000000000000c8,120,-1.12843,1.25,0.866025404,0.805206,6,4,NA,0.083333333,70,OkMx,0,N,6 70,42.42705187,-72.24485422,-1.12050887,-1.017159356,-0.856650352,-0.780415185,-0.812702104,-0.72034941,-0.703211615,-0.634459669,-0.427604958,-0.338283446,-0.386521551,-0.281738493,-0.488071504,-0.476803439,-0.574508394,-0.538316336,-1.128434806,-0.760091639,-1.07919787,-0.576634228,-0.865714934,-1.298603204,-1.282611801,-1.039132977,-1.013347477,-1.389857154,-1.299103529,-1.138033156,-1.060981648,-1.257919488,-1.067258913,-1.173794407,-0.984219212,"{""type"":""Point"",""coordinates"":[-72.24485110280719,42.42704502280848]}"
0000000000000000011f,150,-1.50586,1.6,0.736788398,0.621488,3,2.2,0.447213595,0.333333333,31,OkMx,0,N,3 31,42.37211991,-72.34232883,-0.149623235,-0.519097709,0.054591848,-0.148339259,-0.740950034,-1.492122373,-0.773364134,-1.389304277,0.093306616,0.141023446,0.315024741,0.48851852,-1.050759859,-1.060603327,-1.125302382,-1.130607618,-1.505860615,-0.041101487,-0.067456426,0.121887848,0.178007258,-1.830031718,-1.768012979,-1.708344358,-1.527121493,-0.214709446,-0.56766911,-0.002322975,-0.196310683,-0.974491648,-1.794993845,-1.019811739,-1.746272101,"{""type"":""Point"",""coordinates"":[-72.34232985539384,42.37211093194807]}"
132,120,-2.15414,2.333333333,0.984731928,0.187668,3,2.333333333,0.516397779,0.5,53,OkMx,0,N,3 53,42.3718025,-72.34508704,-1.226601016,-1.218560926,-1.044870192,-0.963210991,-1.583009806,-1.581517376,-1.443840144,-1.519962887,-0.819911559,-0.513360377,-0.677121467,-0.265402385,-1.300485021,-1.098602115,-1.245733785,-1.118207626,-2.154143016,-2.014797887,-1.243978599,-1.461425044,-0.959341265,-2.681878244,-2.178989971,-2.320732669,-1.883118434,-1.342699611,-1.289633265,-1.20338611,-1.069557255,-1.783208899,-1.77604874,-1.688730977,-1.740461572,"{""type"":""Point"",""coordinates"":[-72.34508725173184,42.371794798138446]}"
134,120,-1.82114,2,0.603022689,0.264761,3,2,0.534522484,0.666666667,55,OkMx,0,N,3 55,42.37075361,-72.34242514,-1.180588214,-1.022182243,-0.829597896,-0.763372471,-1.418936508,-1.637507914,-1.324129822,-1.470811924,-0.422406564,-0.144744157,-0.065759468,0.06534883,-1.29332706,-0.987522566,-1.280752745,-0.941578505,-1.821140713,-1.127101289,-0.482021869,-0.703700094,-0.329280644,-2.436207103,-1.781912759,-2.042564744,-1.448861542,-1.238243258,-1.063000033,-0.8945637,-0.825451025,-1.588894559,-1.942477873,-1.563624354,-1.808241249,"{""type"":""Point"",""coordinates"":[-72.34242258415635,42.37074481007766]}"
135,150,-2.28991,2.266666667,0.703731551,0.100317,3,2.357142857,0.633323694,0.933333333,56,OkMx,0,N,3 56,42.3703701,-72.34482798,-1.338705152,-1.525391959,-1.248111989,-1.565130102,-2.422863386,-1.909256936,-2.201957556,-1.919080205,-0.741070171,-0.477918761,-0.59422118,-0.534322304,-1.714138467,-1.36996167,-1.51354579,-1.403976644,-2.289905548,-1.438281815,-0.846264226,-1.079049117,-0.762203136,-2.686455439,-1.953439575,-2.085724786,-1.715741494,-1.427277291,-1.520323696,-1.356014989,-1.618043945,-2.626268628,-2.033882207,-2.462572727,-2.116649178,"{""type"":""Point"",""coordinates"":[-72.34482718150905,42.37036305450729]}"
136,60,-0.794749,NA,NA,0.461243,3,2.5,0.577350269,0.666666667,57,OkMx,0,N,3 57,42.36828542,-72.34403896,-0.308090221,-0.509673765,-0.192831573,-0.484027156,-0.727185565,-0.648149945,-0.502169061,-0.467565453,-0.274248713,-0.288451369,-0.164727724,-0.323346601,-0.873860366,-0.663523344,-0.74303695,-0.574502484,-0.794748995,-0.30813546,-0.316487816,-0.159449416,-0.299861502,-1.338026878,-1.118129565,-1.076408996,-0.826501035,-0.209151409,-0.427234174,-0.109861074,-0.434750564,-0.803330329,-0.679335382,-0.572480918,-0.515149732,"{""type"":""Point"",""coordinates"":[-72.34403659293956,42.36827835363154]}"
161,50,-2.0074,2.8,1.643167673,0.326049,6,4,0,0.6,93,OkMx,0,N,6 93,42.42093935,-72.24623064,-1.988568751,-1.651049401,-1.320477803,-1.113798632,-1.870862584,-1.872577017,-1.483303796,-1.577698868,-0.924712287,-0.894701306,-0.614256188,-0.645584599,-0.971769308,-1.015565209,-0.98127667,-1.034093084,-2.007404064,-2.039498781,-1.931572151,-1.439314497,-1.428535554,-2.169594816,-2.169180185,-1.785129183,-1.760350814,-2.180692567,-2.040456529,-1.651935015,-1.53196698,-2.34725722,-2.31361802,-2.108683473,-2.129191988,"{""type"":""Point"",""coordinates"":[-72.24622820998766,42.4209282856826]}"
162,60,-0.18001,NA,NA,0.950328,6,NA,NA,0.666666667,94,OkMx,0,N,6 94,42.42054662,-72.24561044,0.929043437,0.964290659,1.301334879,1.272216561,-0.756948558,-0.820754572,-0.488664477,-0.58913932,0.727683685,0.675747576,1.196862982,1.051895167,-0.71928194,-0.731980655,-0.698559994,-0.702549037,-0.180009941,0.927762267,0.483781314,1.102685894,0.686159547,-1.494335014,-1.391587858,-1.243755621,-1.10422125,0.992218284,1.045406268,1.438691185,1.424262866,-1.080884402,-1.120982202,-0.80338124,-0.898355795,"{""type"":""Point"",""coordinates"":[-72.24561249275521,42.42053838888947]}"
0000000000000000017a,60,-1.75432,1.5,0.836660027,0.130259,5,2.5,0.707106781,0.333333333,20,OkMx,0,N,5 20,42.35200786,-72.27896749,-1.714371059,-1.295162688,-1.472256968,-1.15950357,-2.090379794,-1.837080474,-2.041990656,-1.76149823,-0.607451723,-0.488952886,-0.40588947,-0.389094364,-1.416893349,-1.251369252,-1.267204553,-1.160354484,-1.754322501,-0.769744941,-0.998179559,-0.539612817,-0.78984605,-2.169123637,-1.983901914,-1.874510393,-1.624431798,-1.62855247,-1.317029122,-1.496012912,-1.219423797,-2.283785456,-1.980539448,-2.347016976,-1.962155828,"{""type"":""Point"",""coordinates"":[-72.2789641314834,42.35199856357749]}"
0000000000000000017b,150,-2.36967,2.266666667,0.703731551,0.402961,5,2.416666667,0.514928651,0.8,21,OkMx,0,N,5 21,42.35050909,-72.27835473,-2.033070259,-1.561575738,-1.778654063,-1.510560171,-2.535494656,-2.273599545,-2.471571014,-2.136653956,-0.980384697,-0.821537364,-0.73641131,-0.80323399,-1.820939644,-1.594639084,-1.727238116,-1.557388219,-2.36966625,-1.333783004,-1.336343187,-0.954629929,-1.101305197,-2.843067542,-2.333381021,-2.383730354,-1.830118878,-1.985742289,-1.582467285,-1.849634073,-1.609418842,-2.841839236,-2.501361575,-3.015598606,-2.488797677,"{""type"":""Point"",""coordinates"":[-72.27835291520097,42.350500925660974]}"
181,100,-2.25367,2.1,0.567646212,0.523628,5,2,0.632455532,0.6,28,OkMx,0,N,5 28,42.34804176,-72.27997035,-2.849737335,-2.390709515,-2.556672708,-2.220154356,-2.46666034,-2.324868953,-2.466176612,-2.273467612,-1.434947884,-1.166728828,-1.383352853,-1.186364812,-1.867228918,-1.430542271,-1.788742781,-1.522814407,-2.253670692,-1.882502835,-1.493598636,-1.532429594,-1.275926996,-2.95858616,-1.983941597,-2.622799757,-1.819051548,-2.84064001,-2.321982467,-2.625932039,-2.245040882,-2.692435864,-2.427538539,-2.764571829,-2.441801228,"{""type"":""Point"",""coordinates"":[-72.27997022323916,42.34803102948367]}"
182,130,-2.84332,2.230769231,1.012739367,0.224334,5,2.4,0.966091783,0.769230769,29,OkMx,0,N,5 29,42.34764923,-72.27935061,-2.422005839,-2.05449468,-2.216219116,-2.00008781,-2.177772503,-2.151538046,-2.085064289,-2.154272743,-1.002599127,-0.745079616,-1.025677728,-0.732102708,-1.540407251,-1.185904597,-1.425210726,-1.206182869,-2.843317795,-1.66754351,-1.629330085,-1.384237774,-1.409318455,-2.709337764,-1.984730214,-2.348160522,-1.802637851,-2.411695672,-2.004665514,-2.197754748,-1.964657462,-2.378881135,-2.212126932,-2.309855176,-2.273579238,"{""type"":""Point"",""coordinates"":[-72.27934908596335,42.34764023333412]}"
000000000000000001b9,90,-0.888306,1.222222222,0.440958552,0.154011,4,1.222222222,0.440958552,1,3,OkMx,0,N,4 3,42.424653,-72.32558166,-0.103211304,-0.431864555,-0.002386057,-0.320768615,-0.867332518,-0.745040803,-0.539587946,-0.796337106,0.031293196,-0.083761556,0.115145679,-0.053363462,-0.589331624,-0.446884633,-0.485460773,-0.617654393,-0.888305929,-1.215532581,-1.244352215,-0.796457689,-0.939680161,-1.853458202,-1.459157163,-1.41011676,-1.371413307,-0.388990682,-0.69528464,-0.327593196,-0.631666992,-1.284822588,-1.050374759,-0.925335095,-1.120797062,"{""type"":""Point"",""coordinates"":[-72.32557803971312,42.424643913678146]}"
000000000000000001ba,90,-1.63547,1.666666667,0.5,0.207344,4,1.666666667,0.5,1,4,OkMx,0,N,4 4,42.42505446,-72.32922786,-0.37131646,-0.724001988,-0.427924668,-0.644600109,-1.566044766,-1.273516543,-1.333806229,-1.306249054,-0.112205833,-0.218909512,-0.195283848,-0.190855514,-1.029554618,-0.662544546,-0.964622511,-0.786111362,-1.635471043,-0.956259079,-0.981245342,-0.772289026,-0.836558339,-2.387180999,-1.672324791,-2.093272665,-1.571561742,-0.499759198,-0.864537072,-0.594411427,-0.827243609,-1.874257595,-1.521175334,-1.703821335,-1.615822235,"{""type"":""Point"",""coordinates"":[-72.32922729585542,42.42504794840341]}"
000000000000000001bb,110,-1.40428,1.454545455,0.687551651,0.106,4,1.454545455,0.687551651,1,5,OkMx,0,N,4 5,42.42420817,-72.32914362,-0.602272186,-0.978244419,-0.550770909,-0.84852531,-1.614122905,-1.376382446,-1.321151854,-1.400638632,-0.330425245,-0.459873473,-0.378933543,-0.449473155,-1.114575151,-0.733271972,-1.005281941,-0.866221939,-1.404281044,-1.408137306,-1.435182227,-1.047895128,-1.186481898,-2.603539752,-1.94164491,-2.23621744,-1.743987365,-0.612674034,-1.020624886,-0.59172698,-0.911751187,-1.915695281,-1.616050626,-1.698025207,-1.705040281,"{""type"":""Point"",""coordinates"":[-72.32914077326055,42.42419807616958]}"
000000000000000001bc,70,-1.29071,1.428571429,0.534522484,0.152008,4,1.428571429,0.534522484,1,6,OkMx,0,N,4 6,42.42349417,-72.32977052,-0.74129748,-0.935859233,-0.605472128,-0.665996576,-1.845769077,-1.518403022,-1.490095878,-1.393999031,-0.642492876,-0.511290373,-0.563438301,-0.330635436,-1.650625814,-1.068033034,-1.531423548,-1.058195584,-1.290705681,-1.810655194,-1.435326683,-1.315902402,-1.115323057,-2.993443723,-2.180935,-2.587447975,-1.897848565,-0.786387443,-1.011107722,-0.64943245,-0.734809423,-2.069776503,-1.726048251,-1.801802136,-1.662579265,"{""type"":""Point"",""coordinates"":[-72.32977052049779,42.4234860311512]}"
000000000000000001bd,100,-1.47676,1.6,0.516397779,0.179649,4,1.6,0.516397779,1,7,OkMx,0,N,4 7,42.42342803,-72.32941495,-0.85685848,-1.139862616,-0.754523417,-0.991146466,-1.858132776,-1.503790474,-1.500285586,-1.361904396,-0.59375946,-0.488836081,-0.569773158,-0.415510341,-1.389754318,-0.958086023,-1.226055554,-0.947079924,-1.476758639,-1.775275581,-1.408714207,-1.344810659,-1.146886097,-3.043482871,-2.259926725,-2.675461208,-1.998898,-0.868505633,-1.135883181,-0.754582453,-0.96293524,-2.146712203,-1.729815565,-1.777019899,-1.611715082,"{""type"":""Point"",""coordinates"":[-72.32941163804776,42.42341926988331]}"
000000000000000001be,140,-1.32484,1.428571429,0.755928946,0.20995,4,1.428571429,0.755928946,1,8,OkMx,0,N,4 8,42.42316344,-72.32799268,-0.200196555,-0.609238886,-0.184173228,-0.497585118,-1.228539466,-1.047127727,-1.048022657,-1.074641631,0.16975573,-0.052074581,0.204455908,0.060063924,-1.008787566,-0.682307308,-1.034325969,-0.767313122,-1.3248353,-0.335440435,-0.944889664,-0.237217716,-0.718592703,-2.133319296,-1.77033132,-1.950071698,-1.653449912,-0.49683088,-0.843867742,-0.497322999,-0.746029318,-1.661677573,-1.407782897,-1.532346316,-1.493078226,"{""type"":""Point"",""coordinates"":[-72.32799376494708,42.42315549851691]}"
000000000000000001d1,140,-1.63784,1.285714286,0.468807231,0.168962,4,1.285714286,0.468807231,1,27,OkMx,0,N,4 27,42.42218485,-72.32719733,-0.549867697,-0.870591422,-0.490464311,-0.796813055,-1.533597899,-1.346956059,-1.272843633,-1.309255759,-0.474446787,-0.437081057,-0.460755148,-0.394439128,-1.420029019,-1.136938335,-1.337135842,-1.188316357,-1.637841821,-1.633289127,-1.692262967,-1.258742268,-1.324934357,-2.465406494,-2.284006509,-2.222398372,-2.031393869,-0.605547083,-0.941464653,-0.553887856,-0.873176796,-1.770271204,-1.496342518,-1.54084129,-1.504657494,"{""type"":""Point"",""coordinates"":[-72.32719389793868,42.422177491312965]}"
000000000000000001d2,110,-1.61072,1.181818182,0.404519917,0.382586,4,1.181818182,0.404519917,1,28,OkMx,0,N,4 28,42.4221187,-72.32684177,-0.041283606,-0.468048691,-0.004173142,-0.372996046,-1.065771941,-0.896579045,-0.79808147,-0.871457017,-0.220644031,-0.383164001,-0.226412658,-0.341217107,-1.135783575,-0.877859893,-1.045516831,-0.916450873,-1.610720158,-1.474097254,-1.565913736,-1.143034215,-1.265215649,-2.259465938,-2.024195599,-1.97880801,-1.804841296,-0.043928082,-0.546479608,0.006948553,-0.447968116,-1.313354001,-1.061543292,-1.063243658,-1.06583661,"{""type"":""Point"",""coordinates"":[-72.32684090788229,42.42211181761455]}"
000000000000000001d3,110,-1.21537,1.272727273,0.467099366,0.562332,4,1.272727273,0.467099366,1,29,OkMx,0,N,4 29,42.42205254,-72.32648621,0.619931612,0.077402162,0.664822217,0.191325946,-0.654177993,-0.46458263,-0.337674946,-0.428059541,0.364360819,0.124448529,0.433501891,0.231974965,-0.699269613,-0.467819747,-0.532866861,-0.477111744,-1.215367317,-0.295154585,-0.858364516,-0.11961078,-0.585136808,-1.864638815,-1.549779169,-1.495593618,-1.3055463,0.512719553,0.003147448,0.582622905,0.137584505,-0.921433687,-0.675054526,-0.609583761,-0.643361323,"{""type"":""Point"",""coordinates"":[-72.32648203534212,42.42204504837736]}"
000000000000000001d4,50,-0.836138,1.8,0.836660027,0.750169,4,2,0.816496581,0.8,30,OkMx,0,N,4 30,42.42232622,-72.33093385,-1.083555606,-1.126532298,-0.96677152,-1.022908428,-1.764516143,-1.332335552,-1.327150132,-1.233332797,-0.395281923,-0.188954519,-0.374793631,-0.218208149,-0.97213753,-0.618282884,-0.853656613,-0.703471861,-0.836137521,-1.830515489,-1.363735689,-1.428961909,-1.050253255,-2.495153982,-1.765650101,-2.08234296,-1.478286967,-1.136460074,-1.239957354,-1.021490911,-1.132669444,-2.164238879,-1.632243351,-1.775259199,-1.560741347,"{""type"":""Point"",""coordinates"":[-72.33093431202403,42.42231900805108]}"
000000000000000001d5,130,-1.02013,1.153846154,0.375533808,0.253472,4,1.181818182,0.404519917,0.846153846,31,OkMx,0,N,4 31,42.42173091,-72.32773379,-0.028118092,-0.297900378,-0.061058147,-0.387138749,-0.951141527,-0.716205611,-0.797963745,-0.819175113,0.090165816,0.071507617,0.015668292,-0.027078116,-0.855101055,-0.515878546,-0.863169126,-0.713933388,-1.020131964,-0.890899206,-1.084761892,-0.696716845,-0.861753328,-2.146640617,-1.601974061,-1.812042668,-1.424257307,-0.180043944,-0.474959241,-0.221915498,-0.568151733,-1.254503785,-0.946326844,-1.149781037,-1.082302886,"{""type"":""Point"",""coordinates"":[-72.32773385467917,42.42172362367709]}"
000000000000000001d6,110,-1.62722,1.545454545,0.687551651,0.229891,4,1.6,0.699205899,0.909090909,32,OkMx,0,N,4 32,42.42160769,-72.33004803,-0.769928237,-0.761441148,-0.58044373,-0.687580441,-1.6718773,-1.192023686,-1.29592889,-1.117347314,-0.106054629,0.02995417,-1.42E-04,8.84E-04,-0.824246816,-0.455683745,-0.711128376,-0.508541769,-1.627219942,-0.672226237,-0.850946057,-0.362795559,-0.589572647,-1.938218668,-1.367322101,-1.550926943,-1.085182447,-0.820323723,-0.796032635,-0.661081053,-0.773546862,-1.977908317,-1.389343586,-1.608788651,-1.351106534,"{""type"":""Point"",""coordinates"":[-72.33004462987557,42.42159918762486]}"
000000000000000001d7,90,-1.66313,1.111111111,0.333333333,0.277219,4,1.111111111,0.333333333,1,33,OkMx,0,N,4 33,42.42081847,-72.32729401,-0.624090963,-0.886542004,-0.610481314,-0.973519632,-1.411376857,-1.167014803,-1.331422595,-1.29262825,0.118997494,-0.045739828,0.095115972,-0.170084879,-0.719747922,-0.586321305,-0.791650463,-0.804555101,-1.663126826,-0.484017349,-0.895286524,-0.361508664,-0.739535947,-1.875480981,-1.425352542,-1.722888041,-1.314754025,-0.810502619,-1.051901113,-0.806858536,-1.194234961,-1.662308884,-1.429485839,-1.630300876,-1.596977166,"{""type"":""Point"",""coordinates"":[-72.32729437061967,42.42080808184994]}"
000000000000000001d8,130,-1.57464,1.230769231,0.43852901,0.369123,4,1.230769231,0.43852901,1,34,OkMx,0,N,4 34,42.41990603,-72.32685425,-0.391897441,-0.636500401,-0.410549644,-0.816851264,-1.353604632,-1.040135359,-1.230860106,-1.125856832,0.006614751,0.078388388,-0.049772882,-0.150214092,-0.732148409,-0.528224799,-0.796984847,-0.761792669,-1.574643303,-0.873910464,-0.956994014,-0.656390232,-0.889703455,-2.007699027,-1.410257577,-1.809170317,-1.344820011,-0.50306622,-0.714944359,-0.540666186,-0.917741474,-1.584732674,-1.253235859,-1.489570592,-1.334966869,"{""type"":""Point"",""coordinates"":[-72.32685340158177,42.41989684239634]}"
6,90,0.637415,1,0,0.395338,6,NA,NA,0,80,WpHd,0,N,6 80,42.42168035,-72.23536964,0.537061993,0.352376431,0.630710473,0.418071229,0.065056848,0.112887218,0.023770272,0.047838136,0.433467167,0.252992452,0.536763852,0.305580064,-0.67521224,-0.432466911,-0.595759821,-0.360451893,0.637415314,1.50695106,0.718113004,1.384173639,0.697570201,-0.825622329,-0.581515351,-0.640266641,-0.423693476,1.054796598,0.830309545,1.094995759,0.786133491,-0.093819476,0.08645158,-0.087828787,0.045734099,"{""type"":""Point"",""coordinates"":[-72.23536765527975,42.421672251166946]}"
